Index,X,Y,Z
45,0.08266414701938629,-0.35615915060043335,0.1302448809146881
46,0.08271586149930954,-0.3471084535121918,0.1332310289144516
47,0.08278654515743256,-0.33777791261672974,0.13632561266422272
48,0.08287915587425232,-0.3282149136066437,0.13937972486019135
49,0.0829966738820076,-0.3184666633605957,0.14224424958229065
50,0.08314204961061478,-0.30858054757118225,0.14477019011974335
51,0.08331824839115143,-0.2986038029193878,0.14680849015712738
52,0.08352824300527573,-0.28858378529548645,0.14821013808250427
53,0.08377498388290405,-0.27856773138046265,0.14882607758045197
54,0.08406016230583191,-0.2686106562614441,0.1485258787870407
55,0.08437774330377579,-0.2588137686252594,0.1472906768321991
56,0.08471883833408356,-0.24929527938365936,0.1451428383588791
57,0.08507455140352249,-0.2401735484600067,0.1421048641204834
58,0.08543599396944046,-0.23156686127185822,0.13819925487041473
59,0.08579428493976593,-0.22359351813793182,0.1334485113620758
60,0.08614051342010498,-0.2163718044757843,0.12787513434886932
61,0.08646579831838608,-0.21002009510993958,0.12150156497955322
62,0.0867612436413765,-0.20465661585330963,0.11435035616159439
63,0.0870179608464241,-0.2003997266292572,0.10644396394491196
64,0.08722706139087677,-0.19736769795417786,0.09780488908290863
65,0.08737964183092117,-0.19567887485027313,0.08845562487840652
66,0.08746681362390518,-0.1954515278339386,0.07841865718364716
67,0.08747979998588562,-0.19680160284042358,0.06771671026945114
68,0.0874164029955864,-0.1997031569480896,0.056385986506938934
69,0.0872846394777298,-0.20391026139259338,0.04448361694812775
70,0.08709339052438736,-0.2091580331325531,0.03206854313611984
71,0.0868515595793724,-0.21518170833587646,0.01919967494904995
72,0.08656803518533707,-0.22171643376350403,0.005935936234891415
73,0.08625170588493347,-0.22849732637405396,-0.007663754280656576
74,0.08591146767139435,-0.23525959253311157,-0.021540442481637
75,0.08555621653795242,-0.24173837900161743,-0.03563522547483444
76,0.08519483357667923,-0.24766883254051208,-0.04988918453454971
77,0.08483622223138809,-0.25278615951538086,-0.06424335390329361
78,0.08448926359415054,-0.2568254768848419,-0.07863885909318924
79,0.08416286110877991,-0.2595219612121582,-0.09301674365997314
80,0.08386589586734772,-0.26061078906059265,-0.10731806606054306
81,0.08360626548528671,-0.2598724961280823,-0.12148662656545639
82,0.08338434249162674,-0.2574230432510376,-0.13548828661441803
83,0.0831972137093544,-0.2535288333892822,-0.1492971032857895
84,0.08304189145565033,-0.2484566867351532,-0.16288872063159943
85,0.08291541785001755,-0.24247390031814575,-0.1762373149394989
86,0.08281483501195908,-0.23584716022014618,-0.1893184632062912
87,0.08273717015981674,-0.22884385287761688,-0.20210638642311096
88,0.08267945796251297,-0.22173063457012177,-0.2145766019821167
89,0.08263874799013138,-0.21477490663528442,-0.22670339047908783
90,0.0826120674610138,-0.20824329555034637,-0.23846226930618286
91,0.08259645104408264,-0.20240318775177002,-0.24982750415802002
92,0.08258893340826035,-0.19752128422260284,-0.26077455282211304
93,0.08258655667304993,-0.1938648819923401,-0.2712777554988861
94,0.0825863629579544,-0.1916995793581009,-0.2813125252723694
95,0.0825863629579544,-0.19116581976413727,-0.2908507287502289
